State;error;Y
1;1,297130439;13,34234642
2;-0,295194695;2,078079893
0;0,503630417;-8,457329636
1;0,941029157;15,36028636
1;0,80748805;4,687033372
2;0,423381152;1,784168979
1;0,430419504;10,75600782
2;0,08912366;2,329448883
1;0,141418468;9,725420739
1;-0,414528358;1,116027431
2;0,740596988;1,704399463
1;0,489956165;10,95854865
2;-1,057080681;0,077548369
1;-1,200862698;6,374147395
2;0,739792085;2,75441365
1;1,007551873;12,19633152
2;0,88440629;4,208078886
1;1,487182999;13,19912533
2;-0,727577572;1,184669923
2;0,333857315;10,64617097
1;-0,955540145;3,939528275
1;1,554781193;3,89746804
1;-0,741704298;-0,703914988
2;0,763639036;1,386495075
1;0,632414867;11,48129608
2;2,548986231;7,394231678
2;-0,063880634;7,590088594
1;0,814716259;10,1671222
2;0,006693881;2,046812202
1;-1,480966603;4,943056531
2;0,55324449;2,095100287
1;1,836069714;14,87967906
1;0,146133061;3,268201934
2;0,012430519;0,678501424
1;0,211595079;10,43123481
2;1,012265329;4,110777621
1;-0,508413223;7,241527046
2;-0,020770585;1,406764239
1;0,947838998;12,42148772
1;0,908414677;4,301126898
2;-0,540894689;-0,221563998
1;0,510503924;11,59798097
2;-2,399465302;-2,47933441
1;-2,263222996;3,954131336
2;-0,830380031;-0,869933796
1;-0,175349442;9,734931814
2;0,30968863;2,566363623
1;-1,288135536;5,365684305
2;-2,502565621;-3,931994382
1;-0,547903483;9,535887867
2;0,982577149;3,87233187
1;-0,776813067;6,507861237
2;1,037356014;3,376284276
1;0,369175268;10,09464052
2;0,374421916;2,767771936
2;0,368765996;10,27596641
1;0,460324827;8,29818456
2;1,172707016;4,005050944
1;0,559138016;10,47589876
1;-0,368274868;1,358630016
2;-1,162122771;-2,052519539
1;1,045382305;13,75190278
1;0,523268682;3,796917919
2;-0,887239366;-1,015095149
1;0,57648549;12,03398502
2;-0,2840261;1,838744802
1;-0,353089717;8,389107407
0;0,464835921;-5,340610376
1;1,507601155;16,12498658
2;-0,564691618;2,09561408
1;-0,953609742;6,510486549
2;-0,465347512;0,371402287
1;-1,322932803;5,919780904
1;0,544972636;2,273901453
2;0,719229547;1,893239385
1;-0,460750016;8,049778137
2;0,46126047;2,532476567
1;-0,344472255;8,206840264
2;-2,437955118;-3,234542183
1;0,185145836;11,52580016
2;-1,424500624;-0,543841215
1;-0,194493168;9,57967286
2;1,458442966;4,832820505
0;1,638773028;-5,944816719
1;-0,548614025;10,13760294
2;-0,007687504;2,01214558
0;-0,465092853;-9,459020063
0;0,306880565;-14,42262947
1;0,340173756;15,34731011
2;0,475858997;4,021180015
1;-0,508673565;7,267625299
2;0,045340585;1,544206229
1;1,657517714;14,50929127
2;-2,765882527;-2,6299068
1;0,260367869;11,57007565
2;0,292318418;2,898651966
1;-0,21355163;8,489749521
2;-0,902882675;-0,107815446
1;0,947838998;12,87586163
2;-0,924480901;0,726210524
1;-0,291679498;8,907098348
2;-0,955781161;-0,130142652
1;0,188804279;10,60545563
2;0,370158659;2,861408445
1;-0,254042334;8,379450465
2;-0,575040531;0,525809032
1;0,164793619;10,33663815
1;-0,561553861;0,944219907
2;0,904378794;1,99760157
1;-0,190051423;8,830565259
2;0,418783657;2,603680365
1;-0,487284524;7,757042319
1;-1,096975666;-0,642542868
2;-0,706800165;-1,542108904
0;-2,358028723;-13,12908318
2;0,152244866;14,39545955
2;0,07853032;5,916953095
1;0,349916718;9,274664225
2;-1,339446953;-0,823961062
2;-0,12829446;9,86230494
1;0,330139756;8,031727785
1;0,196207566;1,998760688
2;2,192809916;4,785371969
1;-0,425054623;7,289224541
1;-1,513826646;-1,569808384
2;0,106418838;-0,101124
1;0,27170131;10,84544113
1;1,522303137;5,2136945
2;0,997060852;3,036860603
1;0,179468316;9,627346766
2;-0,876966624;0,171536106
1;1,858825271;15,52501498
2;-1,970074663;-0,83514633
1;-0,536914513;8,639800361
2;0,961717888;3,651395847
2;0,442366854;10,23168181
1;0,909224127;9,658167839
2;1,082294148;4,096221863
1;-0,395098141;7,585839018
2;-0,373437388;0,770293028
1;0,065031145;9,964005526
2;-1,058820089;-0,124839074
1;-0,74836862;7,792345861
2;0,371879878;2,302228928
1;-0,121972334;8,943414318
2;-0,880568223;0,027546418
1;2,418964868;17,24863068
2;0,17845764;3,806641416
0;-0,634659045;-8,731338338
0;-0,729771727;-15,0954409
1;0,513905434;16,07034857
2;-1,028618044;1,156833626
1;1,027710823;12,73608238
2;-0,617350224;1,312516028
1;1,226101176;13,28454872
2;0,378445293;3,41380033
1;-0,853826805;6,414379487
2;0,056984391;1,396844678
1;0,865672973;12,17796552
2;-1,181886091;0,071820921
1;-0,414528358;8,734868649
2;0,71952627;3,186026269
1;-1,545872692;4,406574043
2;-0,098343662;0,684627484
1;1,142216206;13,22126037
2;1,032913133;4,71007834
2;0,349672291;9,635993371
1;0,160221134;7,589865391
2;-1,232451723;-0,946930368
1;-0,226325483;9,605102662
2;-0,1334638;1,654092932
1;0,686809472;11,56420053
2;-0,345285116;1,622269875
1;-1,319090188;5,556048473
2;-0,677541721;-0,243873746
1;-0,922841537;7,304637514
2;-0,134236871;1,192453762
1;-0,677830485;7,608772416
2;-0,865784386;-0,20981429
0;-0,581642325;-10,68654947
0;0,978370736;-14,364904
2;-0,036842494;14,19894372
1;0,799038844;8,137433416
2;-1,836897354;-2,046308025
1;0,323925633;11,58566931
2;2,353117452;7,023368765
1;0,153405608;8,353206195
2;-1,442672328;-1,214703418
1;0,627657073;12,24738224
2;-1,925718607;-1,401960765
1;-0,835466381;7,914189088
2;-0,222169092;1,138499634
1;-0,218484502;9,002996605
1;0,013272938;1,827145198
2;-0,098727924;0,167973192
1;1,017131126;13,00100142
2;0,279011374;3,158223032
1;-1,683765731;4,001235897
2;0,230644446;1,261536071
0;0,729871772;-8,639360193
0;-0,886898306;-15,2065784
0;-0,166189693;-17,76947889
1;0,288169986;16,19535363
1;-0,008529923;3,222010878
2;0,128834472;0,90207112
2;1,125051767;13,10453397
0;-0,910149538;-4,357882555
0;0,848990567;-11,32995071
1;0,530651505;14,99093973
2;1,460216481;5,918620908
2;-0,425054623;6,94924986
1;0,740698169;10,13731955
2;-0,652348717;0,722766476
1;0,321347216;10,7472117
2;1,403709575;4,956861491
1;0,462196112;9,89952989
2;-0,098114015;1,783677949
1;0,027963551;9,54878727
1;1,630337465;5,170432384
0;-2,088590918;-9,503374726
0;0,597752887;-14,15393448
1;-0,954332791;11,38318197
2;0,520901722;3,318439838
0;-0,393692972;-8,734473053
2;0,588722742;14,38651014
1;-1,479365892;1,245949282
1;0,896689016;2,042567889
1;-1,315265763;-2,222017948
2;0,172398131;-0,099607327
1;-1,108214747;6,705237958
2;-0,829732016;-0,318416441
1;-2,430533641;2,803924009
2;-1,141188477;-1,721592152
1;1,792450348;15,89382869
2;2,944507287;9,067780312
0;-0,319253104;-5,785362948
0;1,729031283;-11,16365019
1;-1,262942533;9,560267459
2;-0,295513019;1,321027455
1;0,490560979;11,0753747
2;1,692033038;5,599141016
1;-0,62384288;6,448729056
2;0,119661081;1,529067973
2;1,303546924;13,45192038
1;-0,884294877;3,311539254
2;1,391522346;3,445352543
1;0,133927642;9,368177164
1;1,674679879;5,222995191
2;-3,427267075;-5,809935111
1;-1,135922503;8,335213025
2;-0,232373623;1,20229536
1;0,417363708;10,89140252
1;1,119021817;4,416324138
2;-1,29801947;-1,712774112
1;-1,223834261;6,842329452
2;0,62756385;2,62359359
1;-1,410503501;4,981411421
1;-0,635127435;-0,273972586
2;1,711227924;3,36766133
1;1,755197445;14,25529394
2;0,64150413;4,134067047
1;-0,276705805;7,929662471
2;1,213545602;4,013023698
1;-0,548703838;7,149981377
2;-1,012522262;-0,595048248
1;0,157508566;10,65104017
2;-0,991667548;0,146872938
1;1,772959877;15,27481775
2;-1,200392035;0,65417948
1;-0,110958354;9,470871095
2;-1,164530659;-0,434887098
1;-0,557261046;8,458682991
2;-1,299440555;-0,907144512
1;0,978125172;13,20651887
2;-0,344148248;1,953007279
1;-0,45675506;8,043832635
2;1,627740858;4,864248242
1;0,399486453;9,739184886
2;-1,591693035;-1,235549093
1;-2,527885954;2,787006866
2;-1,624584911;-2,691768449
1;0,441608563;12,13235622
2;0,529859108;3,48618946
2;1,864018486;14,54619862
0;0,057136731;-2,669763959
0;2,187753125;-9,147128854
2;-1,011244422;9,710405392
1;0,436974688;8,397802445
2;-0,109957909;1,45964467
2;-0,196988594;8,971140816
1;-1,157775387;3,835331595
2;2,019278327;4,805622973
1;0,737381924;10,77045888
2;-1,139283086;-0,124474395
2;1,80245479;15,44470669
1;1,327350674;9,348640015
2;0,409198719;2,688125442
1;-0,450143034;7,843133266
1;-1,510466063;-1,452305474
1;0,286336217;0,282211339
2;-0,814181931;-1,571921594
1;0,305117283;11,38692833
2;0,172631189;2,622648044
1;-0,419702246;7,954098848
2;-0,923075731;-0,255331693
0;0,641691713;-9,485974134
1;0,613836164;14,68730073
2;-0,110496785;2,716466576
1;0,029494913;9,273544767
0;-0,980967343;-6,34419496
2;0,527044222;13,48439115
1;-0,627377403;4,072550444
1;0,200499244;1,215508577
2;-0,001109584;0,240882548
1;2,880769898;18,57004493
2;0,481435336;4,676879658
1;0,5302104;10,1875673
2;-1,709904609;-1,382295757
2;-0,099496447;10,11619939
1;0,058746537;7,141379793
2;2,058395694;5,545067346
2;-0,213003659;7,697468819
1;1,760936357;12,97356842
2;-0,091351922;2,412009842
1;1,772223186;14,59306661
2;0,478430593;3,875474507
1;0,413360794;10,07744003
1;-0,187559408;1,64036919
2;-0,924480901;-1,520887963
1;1,179582796;13,99501478
2;-1,378743946;0,041515064
1;-0,092427399;9,710263284
2;-1,415278348;-0,888504039
1;-0,469785846;8,857193674
1;0,846362127;3,464162989
2;1,03252205;2,757876698
1;-0,244966714;8,43773685
2;0,281556822;2,250661015
2;2,341112122;16,34813806
1;0,015874093;5,143180861
2;0,025131612;1,078899397
1;0,837637799;12,18924358
1;0,436301661;3,310452039
2;-0,146828825;0,368432758
1;0,529242925;11,47719895
2;0,016715376;2,328870541
1;1,130688361;12,69340392
2;-0,421707682;1,69526542
1;-1,430648808;5,199473949
1;0,026892621;1,093680033
2;0,138868472;0,496472951
1;1,683447408;14,90140034
2;1,511184564;6,002649196
1;0,36794745;9,303047592
1;0,049169557;1,958948633
2;0,033321612;0,458432951
1;-0,59656486;8,072775536
2;-0,168982979;1,27658915
1;-1,232779141;5,918685832
2;0,512857241;2,209451649
1;-0,228445742;8,651827278
2;-0,295433438;1,13949858
1;2,50965968;17,18712947
2;-0,174883326;3,087659242
1;-0,754048415;6,811556983
2;-0,498254167;0,365803063
1;0,860234195;12,47096167
2;-1,175451416;0,143289501
1;-1,106659511;6,637034618
2;0,293516678;1,914440279
1;1,279763637;13,26495883
2;-0,0942714;2,464448966
1;-0,737582013;7,04791927
1;1,643479663;4,696543181
2;-1,692992555;-2,446676474
1;0,066257826;10,93277642
1;0,508500761;3,203556807
1;-1,200078259;-1,759445157
1;-0,520726644;-1,393342319
2;-0,732770786;-1,744210036
1;1,911257641;16,25703593
2;0,405957508;4,063322202
2;1,166492893;12,28048202
1;1,264470484;10,10926685
2;0,703564638;3,428982644
1;-1,793209776;3,591675878
2;-0,652538574;-0,586741973
2;-2,541200956;2,552419723
1;-0,451327651;7,880291131
2;0,765792265;3,107642756
1;-0,387831278;7,904213338
2;1,04024366;3,661329988
1;-0,811203336;6,467990997
2;0,059665126;1,412928452
1;2,034794306;15,68050438
2;-0,794624384;1,546852109
1;0,852726316;12,09412332
2;-0,316035766;1,78675313
2;-0,073006277;9,244955231
1;0,60471848;9,04066887
2;1,219959813;4,2480534
1;-0,126290161;8,346713498
1;0,30183287;2,273008439
2;-1,321650416;-2,188699144
1;0,296073495;11,54483023
2;-1,805956344;-1,302946644
1;0,927066139;13,17208241
1;0,814502528;4,263421538
2;2,313572622;5,479829552
1;-0,585632733;6,599152934
2;0,457009719;2,233850025
1;-0,101265414;9,026048751
1;-0,327071348;1,151067055
2;0,793575055;1,81736352
1;0,75039452;11,7059745
1;0,17845764;2,69811018
2;-1,647922545;-2,756223054
1;-1,583866833;6,075266417
2;-1,791304385;-2,367555486
1;0,252621248;11,46813039
1;-0,292558298;1,708509483
2;-1,018543117;-1,695384336
0;-0,449381332;-11,2970735
0;-0,513730356;-16,16226711
1;0,213628937;15,48956694
2;0,05200377;3,201920929
1;0,330462626;10,0308116
1;-0,549415518;0,907331285
2;0,311534905;0,804536066
1;-0,419869366;8,499031082
2;0,242130227;2,18406667
1;0,075076514;9,570009541
1;-0,410030907;1,093940094
2;-0,408117558;-0,597447096
0;0,564602942;-9,734120606
1;1,630623956;17,81210805
2;-0,619016873;2,324387863
1;0,015414798;9,348928036
2;1,285859526;4,441504658
2;0,817703949;11,12066045
1;-0,933196134;3,864213464
1;-0,039368615;0,694105463
2;0,801987881;1,742796854
1;1,229191184;13,1647345
2;1,370283371;5,373513642
1;-0,738988319;6,170980949
2;-0,02222464;1,18974691
0;-0,063650987;-9,468777532
0;0,147292667;-14,5870961
1;0,51696361;15,92701966
2;-1,135047114;0,915309704
1;0,63278776;11,62377037
1;-0,304155492;1,71644309
2;-1,921334842;-3,499381067
1;1,243813585;14,78125508
2;0,671586804;4,299424623
1;0,535148956;10,31561948
2;-1,145895112;-0,228666328
2;1,567718755;14,77175616
1;1,442672328;9,896490136
2;-1,036046342;-0,092794657
1;-1,727667041;4,844837275
2;1,189300747;3,347568949
1;0,433274181;10,29555186
2;-0,464835921;1,12943853
1;-1,645253178;4,725408907
2;-1,001849341;-1,058616901
1;-0,359040087;9,240464811
2;-0,148144181;1,551804599
1;1,009207153;12,56208008
2;-1,383509698;-0,25460338
0;-0,346665274;-10,47396696
0;2,660053724;-12,57692976
2;0,666993856;15,77406049
1;0,987922704;8,231549963
2;-0,931188424;-0,216066856
1;1,257694748;13,8379043
2;-0,376637672;2,014305516
1;-0,886332145;6,736711909
2;-0,282034307;0,783273768
1;-0,86300588;7,176000229
2;-0,041511612;1,352176822
1;-0,814288796;7,151480564
2;0,353009;2,136314112
1;1,263961167;13,15098927
2;1,25248107;5,135159993
1;0,866787104;11,05981331
1;-0,983445716;0,245071231
2;1,219316346;2,487646938
0;0,310330961;-8,44584557
0;-0,473975206;-14,69689799
1;-1,003368197;11,39896481
1;0,024443807;2,328680575
2;-0,331190222;-0,196644329
1;1,571916073;14,77474152
1;0,154798272;3,264544847
2;0,898978669;2,450866308
1;1,103842351;12,57626716
2;-0,437228209;1,640797014
1;-0,152012944;9,051722063
2;-1,661760507;-1,513176601
1;0,152631401;10,91184718
2;-1,392932063;-0,603494689
1;0,311615622;11,11589527
0;-0,379020548;-4,821072912
1;0,297671932;12,33933767
2;-0,173951094;2,119965347
1;0,670534064;11,37561259
2;-0,623749656;1,027623205
2;0,130223725;10,08238421
1;1,446360329;11,31436572
2;-0,317240847;1,628391451
1;-2,033584678;3,410728529
2;-0,073542878;0,535059949
1;-0,365002961;8,744473132
2;-0,50415224;0,740590146
2;-0,936629476;6,967934527
1;-0,567745246;6,206383903
2;0,619387492;2,480051765
1;0,848003765;11,79999577
2;0,300232159;2,960463471
1;0,923660082;11,8828412
2;0,168982979;2,714534198
1;0,885879672;11,84327876
2;-0,04802132;2,272613111
1;-0,727677616;7,135183219
1;-0,556188979;0,314658685
2;1,36599283;2,794917397
1;1,846910891;14,70225745
1;0,275990715;3,49243292
2;-2,109363777;-3,52024097
0;-1,394146238;-13,15426672
0;0,407119387;-16,17001397
0;-0,835791525;-18,92079851
1;0,034699497;15,78033804
2;1,807520675;6,771108959
1;-0,521339416;6,404649064
1;-0,946401997;-0,611874181
2;0,197534291;0,272693746
1;0,927418569;12,70044758
2;0,343336524;3,226762564
1;-0,666134383;7,033568081
2;0,453361508;2,313436633
1;0,763536718;11,59657917
2;-0,642537543;1,034240747
1;-0,686325166;7,630752279
2;-1,505222826;-1,484295197
1;0,071165687;10,65878562
2;-1,226101176;-0,320445228
1;0,700235887;12,19684123
1;-0,708373591;1,022621064
2;-0,825423285;-1,446322358
1;0,0674072;10,63611831
2;-1,461996817;-0,796769973
1;1,308030733;14,16312319
2;-0,017557795;2,797509047
1;-0,002180514;9,154205745
2;0,186780653;2,204402455
1;-0,395843927;8,151147484
1;0,549948709;2,730126914
2;-1,432563295;-2,319101206
1;0,340984343;11,71868339
2;-0,229231318;1,885274041
1;1,763464752;14,72481204
2;-0,011972361;2,921017687
1;-0,407203515;7,902084148
2;1,298731149;4,177879128
1;-1,473451903;4,326280553
2;-1,59468982;-2,32412353
1;-1,995194907;4,711652338
0;0,520726644;-7,123447187
1;-0,267734777;11,33382983
2;-0,632694537;1,001376892
1;1,366574907;13,79931165
2;-0,496781922;1,766298486
1;-0,776087745;7,141847219
2;-0,556010491;0,316348462
1;1,465568857;14,30180203
2;-0,744528279;1,371303849
2;1,114599399;12,93240704
1;-0,653769803;4,158968479
2;1,309831532;3,45145676
1;0,861118679;11,54791901
2;-0,875394335;0,558795132
1;-0,236619826;9,122501983
2;-0,68323061;0,458039177
1;1,659636837;14,84149876
2;0,218406058;3,405111867
1;0,403383638;10,18861735
2;-0,342120074;1,353483322
1;-0,147060746;9,152772766
2;-0,803888724;0,222777104
1;0,24331257;10,66310458
2;0,928123427;3,98886777
1;-1,256175892;5,034811992
1;0,08559141;1,178145218
1;-0,148530717;-0,06143239
1;0,222952394;0,433618311
2;0,465347512;1,017418685
1;1,279242952;13,53250325
2;2,162505552;7,031511755
1;-0,490128969;6,420159568
1;0,296552116;1,877136146
2;-0,708569132;-1,041711035
1;-1,447015165;5,971467814
2;-1,950229489;-2,706165415
1;0,284185262;11,66440541
2;0,267179985;2,867241052
1;0,360917056;10,22257885
2;-0,964637366;0,11524104
2;-1,05801746;6,791375307
1;0,443633326;9,293487385
2;0,928475856;3,715649189
1;-0,39154429;7,710672372
2;0,890190677;3,322515828
1;1,084631549;12,2571399
1;-0,826069027;0,799289927
2;0,69243697;1,544731925
2;0,629613623;11,42542129
1;-0,644420197;4,639113021
2;0,52941914;1,986660883
1;0,291679498;10,27904023
2;0,877753337;3,811314719
1;1,825037543;14,33171821
2;-1,082294148;0,701755348
1;0,237013182;10,50051294
2;-1,24182634;-0,38355009
1;-1,770386007;4,803907007
2;-1,843968676;-2,72715595
1;0,198001544;11,41215142
2;-0,920736056;0,440958171
0;0,506846618;-9,272674297
0;0,291440756;-14,34489639
1;0,559406317;15,98168787
2;0,157818931;3,511975436
2;1,375781267;13,07375117
1;0,364511834;7,171410151
2;-1,23786549;-1,04144895
1;-0,615223144;8,466765254
2;-1,156879534;-0,620406018
1;-2,548986231;2,539163112
1;-1,065004653;-1,622176684
2;0,059283138;-0,20586906
1;-1,489961505;5,591876202
2;0,45607635;2,03052794
0;0,643855174;-8,340880856
1;0,131766456;12,89756362
2;0,246701575;3,072915874
0;-1,972211976;-10,43575404
0;0,09004566;-15,12783136
0;0,497128667;-17,06678701
1;-0,097421662;14,82777112
1;-1,7641878;-0,562821377
2;-0,368520432;-0,849605139
1;0,233317223;10,95483321
2;0,848551736;3,888070113
1;-0,064877668;8,638945963
2;1,232126579;4,19204235
1;0,944846761;11,57692758
1;-0,018704895;2,277975725
2;-0,09096766;0,273659825
1;2,09335667;16,19797206
2;0,368438577;3,976471567
1;1,975431587;14,73335329
2;0,324087068;3,594844795
2;-0,182811846;8,373111025
1;-0,938648554;4,672121029
2;0,713691861;2,361807928
2;-0,838181222;6,776913955
1;0,562181413;9,653470051
2;1,153748599;4,238191208
1;-0,700333658;6,627541664
2;-0,743619921;-0,16173151
0;0,173873786;-9,906991968
2;-0,056064664;12,8039036
2;1,842299753;11,68572818
1;-0,424385007;5,221126525
2;0,729173735;2,502572774
1;-0,778157982;6,91475422
2;-1,526459528;-1,669968211
1;-1,144273938;7,06816865
2;-1,572966539;-1,732299349
1;0,402553724;11,72735098
2;1,410298864;5,166067924
1;0,609502422;10,27868689
0;0,407785592;-4,452870964
0;0,976028787;-11,2504067
1;0,943175564;16,2046487
2;0,05989591;3,360721561
1;-0,866341452;6,392759176
2;-1,387904831;-1,497257827
1;0,515215106;11,99482267
2;0,212769464;2,824503462
1;-0,003021796;9,143583573
2;-0,761388037;0,30594064
1;0,124593953;10,28199967
2;1,080920811;4,218241555
1;-0,863783498;6,143177039
1;-0,01602757;1,196580267
2;1,280977813;2,801271679
0;0,355860266;-8,243503895
0;-0,191218987;-14,31297093
0;1,487642294;-15,66884317
1;0,551017365;16,35370505
2;-0,488663545;2,293413919
2;0,488663545;10,77796646
1;0,067177552;6,968142719
2;-1,559665179;-1,725701815
1;2,071292329;16,73158753
1;-1,060564045;1,225189415
2;1,357102519;2,959242922
1;-0,828761131;6,625943731
1;1,450512173;4,226213091
2;-0,45964498;-0,074047341
0;1,173164037;-8,863859634
1;-1,039454673;9,54079387
1;-0,028039722;1,852079331
2;0,304796686;0,980009237
1;-0,017328148;9,654012785
2;-0,172087766;1,586627025
1;-0,334019887;8,521952231
1;0,022760105;1,749910656
1;-1,310916105;-2,271850078
2;-0,731070031;-1,916510078
1;1,282719495;14,42311151
2;1,084908945;5,054440192
1;1,911257641;14,21744087
2;0,000420641;2,844329456
1;-0,500940587;7,643879403
2;-0,588540843;0,351694195
2;1,897660695;15,58747383
1;-0,738988319;3,106792894
1;0,004092726;0,629544031
2;1,062310275;2,250529357
1;1,008188519;12,34940675
0;0,141186547;-3,684110078
1;-0,212689883;10,46716337
1;-0,602424279;0,888584116
2;0,245913725;0,669544273
1;0,90242338;12,50640686
1;-0,136706149;2,227869075
2;0,304717105;1,055008025
1;0,368029305;10,78758551
2;-0,694188884;0,769139333
2;2,822780516;18,23759975
2;1,095579591;7,81545885
1;-2,232609404;0,957534133
1;-0,15317255;-0,114838274
2;0,501374871;0,979782086
0;-0,32997832;-9,840087277
1;-0,190051423;12,38187191
2;-0,563526328;1,349321727
1;-0,685261057;7,539420312
2;-0,307843493;0,892197076
0;-0,015414798;-9,56931626
1;-0,095807309;12,58337295
1;0,186469151;2,889612893
2;0,959773843;2,497470264
1;1,041821633;12,37622382
1;-0,862894467;0,74945583
2;-1,165435606;-2,180980046
1;-0,054532165;10,49069752
2;-0,094962616;1,908214272
1;-0,162623337;8,939665707
2;2,334054443;6,456042028
1;0,396173618;9,251708247
2;1,430221346;4,710784341
0;-1,313630946;-8,958238776
0;1,04962055;-13,42949884
1;0,339525741;15,04742687
2;-2,034794306;-1,060103238
1;-0,020540938;10,25640816
2;-0,770518227;0,510245178
1;1,900907591;15,54964922
1;-0,452514541;2,204900761
2;0,498600912;1,438181976
1;-1,489033821;5,101443945
2;0,652728431;2,325745652
1;-1,201806299;5,696857408
2;1,097114364;3,333600209
1;-0,337661277;7,986936107
2;-1,456673999;-1,315960777
1;-0,263614766;9,603943936
2;-0,401144007;1,118500773
1;0,122897745;10,033143
2;1,149294349;4,305217298
1;-0,482638143;7,260520382
2;0,072623152;1,59735038
1;-0,191297431;8,946902592
2;-0,826714768;0,135950983
1;0,607935817;11,78302216
2;-0,585450834;1,185702762
0;0,274719696;-9,132428923
0;-1,156879534;-15,723094
1;-0,742913926;12,48818642
2;2,059668986;6,616975257
1;1,778512342;13,35044445
2;-0,011513066;2,647062758
1;-0,275116463;8,380531784
2;1,387102202;4,450310761
2;-1,309472282;4,736489927
2;0,261001105;9,362056338
1;0,092272785;7,468201454
1;-1,177131708;-0,860623125
2;-0,120046479;-0,412217584
1;-2,359265636;3,045868367
2;0,768152404;2,145478481
1;-0,430252385;8,065599301
1;-1,987409632;-2,361699405
1;0,142963472;-0,186412937
2;0,38667622;0,736069853
1;-0,589632236;8,010282335
2;-0,833733793;-0,065411119
1;1,392327249;14,19660508
2;-1,40926204;0,020796936
1;0,987049589;12,95490969
2;0,935444859;4,461871656
2;0,250331595;9,41243329
1;3,136665327;16,586266
2;-0,361651473;2,593950253
1;1,443972906;13,55373364
2;0,859126885;4,429000499
1;-0,313061719;7,732114694
2;0,479288929;2,505000796
1;-0,738284598;7,033645968
2;-1,440075721;-1,473422248
1;1,54713689;15,08343734
2;-1,226751465;0,563184539
1;1,49088919;14,30371221
2;-1,350979346;0,158783749
1;-0,325377414;8,976232634
2;1,27457497;4,344396467
1;0,737179562;10,90821975
2;0,130763738;2,443171424
1;-0,555385213;7,600892933
2;0,039138968;1,598456522
1;1,586822691;14,28093112
2;0,18732635;3,230838923
2;0,614021474;10,87281274
1;-0,70297574;4,629228957
2;1,307671482;3,541188756
1;-0,173718036;8,416489267
2;-0,02138222;1,640533412
1;-0,475516799;8,081289578
2;0,093348262;1,802954441
1;-1,122032245;6,093016933
2;-1,616053851;-2,013504315
1;-0,572515546;8,886504656
2;0,775055469;3,327411869
1;0,482723408;10,44994666
1;-0,266149982;1,557689369
2;0,406206482;1,123950837
1;-0,808443019;7,237485691
2;-0,025055442;1,397386254
1;-0,056753606;9,410523305
2;0,303834895;2,489774451
1;0,272018497;10,06912315
2;0,594554876;3,202934384
1;0,433274181;10,33894223
2;1,041032647;4,149853739
1;-1,480739229;4,312826191
2;-0,944726253;-1,026887267
1;1,26822215;14,11273263
2;-0,86167347;1,099199585
0;0,410695975;-9,039704232
1;-0,306079073;11,79367405
2;0,952886694;4,264508198
1;-0,592547167;6,94300604
2;-1,018543117;-0,648485025
1;0,097882094;10,48819179
2;0,890304364;3,878247085
1;0,720319804;10,99748529
2;1,334024091;4,86754524
0;-1,994067134;-9,560294514
1;1,373616669;16,98893836
2;-0,254910901;2,88796587
1;-0,329171144;8,146096808
2;1,829503162;5,288225686
0;0,847676347;-6,50821081
1;-0,059512786;11,77392489
1;-0,590725904;1,17333317
2;0,84013891;1,914944453
1;0,69564976;11,51246594
2;1,360760962;5,024015112
1;-1,530393092;3,90161619
2;-1,046703346;-1,313083455
0;0,293197218;-10,36334451
2;0,192310381;13,6859345
1;0,037377959;6,006353527
2;2,497363312;6,195997329
1;1,253824848;11,90267535
1;-2,275282895;-2,170030722
2;-0,838724645;-2,111455435
0;0,045799879;-11,00992784
1;1,31019533;17,23356434
2;-0,702682428;2,041348013
1;0,537268079;10,99939983
2;0,042966803;2,285813573
1;-1,200078259;5,714021151
2;0,776399247;2,695602724
1;-0,84450221;6,657812552
0;0,866230039;-5,804863685
0;0,168518;-12,73391384
0;0,08912366;-16,27783326
1;-0,278296284;14,04846113
2;0,054455995;2,918604216
1;0,267814357;9,927861807
2;0,591089702;3,167751765
1;-0,363122581;7,960306728
1;0,555296538;2,702654421
2;0,571344572;1,683220027
1;-0,015414798;9,448789597
2;-0,432854677;1,024048566
1;-1,089051693;6,42563035
2;0,656708607;2,598543285
2;-0,268845497;8,413900524
1;1,474813871;11,90027146
2;0,515476586;3,411007463
0;-0,572786121;-8,867282389
0;-0,446758577;-14,88039977
0;1,201492523;-16,23870736
1;-0,416112016;13,62327616
2;0,020847892;2,766351017
1;-0,914558314;6,426419754
1;0,874385933;3,034055816
1;1,46088496;3,528581083
2;-0,711916073;-0,718115929
1;0,696038569;12,30355049
2;-3,158347681;-3,855985265
1;1,448324838;15,50177009
1;0,022760105;3,145874228
2;-0,88361503;-1,138055214
1;1,038406481;13,45663601
2;-0,488490741;1,714345719
0;-0,15944579;-9,30227293
2;-0,080679001;12,54864488
1;1,075993623;9,463387407
2;0,376967364;2,646612209
1;0,392453785;10,38337769
2;-0,62179879;0,833077958
1;0,876854074;12,38063883
2;0,472007287;3,42014234
1;-1,319635885;5,015049643
2;0,509805886;2,022621701
1;-1,172252269;5,876456684
1;-0,179857125;0,815577087
2;-0,190051423;-0,21698743
1;-1,035261903;6,95931052
2;1,340386007;4,072634117
1;-1,351741048;4,722986621
2;1,176520072;3,297637469
1;1,454686753;13,37476902
2;0,864115464;4,403184731
0;0,656898465;-7,14150917
